wall_time,event,object_id,class,grid,destination,status,message
2026-09-08 02:14:28,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:14:29,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:14:31,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:14:32,grasp_attached,object_blue_3,blue,r1c2,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:14:32,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:14:33,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:14:34,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:14:36,release,object_blue_3,blue,r1c2,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 02:14:36,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:14:37,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:14:38,object_complete,object_blue_3,blue,r1c2,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 02:14:38,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:14:40,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:14:41,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:14:42,grasp_attached,object_red_1,red,r3c1,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:14:42,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:14:43,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:14:45,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:14:46,release,object_red_1,red,r3c1,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 02:14:46,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:14:47,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:14:48,object_complete,object_red_1,red,r3c1,red_sort_bin,passed,pick-place sequence complete
2026-09-08 02:14:48,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:14:50,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:14:51,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:14:52,grasp_attached,object_red_2,red,r1c1,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:14:52,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:14:53,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:14:55,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:14:56,release,object_red_2,red,r1c1,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 02:14:56,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:14:57,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:14:59,object_complete,object_red_2,red,r1c1,red_sort_bin,passed,pick-place sequence complete
2026-09-08 02:14:59,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:15:00,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:15:01,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:15:02,grasp_attached,object_red_3,red,r2c2,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:15:02,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:15:04,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:15:05,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:15:06,release,object_red_3,red,r2c2,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 02:15:06,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:15:07,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:15:09,object_complete,object_red_3,red,r2c2,red_sort_bin,passed,pick-place sequence complete
2026-09-08 02:15:09,task_result,,,,,passed,"{""status"":""passed"",""success_count"":6,""count"":6,""results"":[{""object_id"":""object_blue_1"",""class"":""blue"",""grid"":""r2c1"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_blue_2"",""class"":""blue"",""grid"":""r3c2"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_blue_3"",""class"":""blue"",""grid"":""r1c2"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_red_1"",""class"":""red"",""grid"":""r3c1"",""destination"":""red_sort_bin"",""status"":""passed""},{""object_id"":""object_red_2"",""class"":""red"",""grid"":""r1c1"",""destination"":""red_sort_bin"",""status"":""passed""},{""object_id"":""object_red_3"",""class"":""red"",""grid"":""r2c2"",""destination"":""red_sort_bin"",""status"":""passed""}]}"
2026-09-08 02:28:52,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:28:53,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:28:54,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:28:55,grasp_attached,object_blue_1,blue,r2c1,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:28:55,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:28:56,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:28:58,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:28:59,release,object_blue_1,blue,r2c1,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 02:28:59,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:29:00,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:29:01,object_complete,object_blue_1,blue,r2c1,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 02:29:02,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:29:03,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:29:04,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:29:05,grasp_attached,object_blue_2,blue,r3c2,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:29:05,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:29:07,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:29:08,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:29:09,release,object_blue_2,blue,r3c2,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 02:29:09,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:29:10,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:29:12,object_complete,object_blue_2,blue,r3c2,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 02:29:12,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:29:13,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:29:14,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:29:15,grasp_attached,object_blue_3,blue,r1c2,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:29:15,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:29:17,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:29:18,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:29:19,release,object_blue_3,blue,r1c2,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 02:29:19,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:29:21,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:29:22,object_complete,object_blue_3,blue,r1c2,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 02:29:22,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:29:23,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:29:24,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:29:25,grasp_attached,object_red_1,red,r3c1,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:29:25,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:29:27,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:29:28,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:29:29,release,object_red_1,red,r3c1,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 02:29:29,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:29:30,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:29:32,object_complete,object_red_1,red,r3c1,red_sort_bin,passed,pick-place sequence complete
2026-09-08 02:29:32,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:29:33,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:29:34,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:29:35,grasp_attached,object_red_2,red,r1c1,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:29:35,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:29:37,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:29:38,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:29:39,release,object_red_2,red,r1c1,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 02:29:39,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:29:41,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:29:42,object_complete,object_red_2,red,r1c1,red_sort_bin,passed,pick-place sequence complete
2026-09-08 02:29:42,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:29:43,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:29:44,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:29:46,grasp_attached,object_red_3,red,r2c2,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:29:46,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:29:47,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:29:48,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:29:49,release,object_red_3,red,r2c2,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 02:29:49,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:29:51,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:29:52,object_complete,object_red_3,red,r2c2,red_sort_bin,passed,pick-place sequence complete
2026-09-08 02:29:52,task_result,,,,,passed,"{""status"":""passed"",""success_count"":6,""count"":6,""results"":[{""object_id"":""object_blue_1"",""class"":""blue"",""grid"":""r2c1"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_blue_2"",""class"":""blue"",""grid"":""r3c2"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_blue_3"",""class"":""blue"",""grid"":""r1c2"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_red_1"",""class"":""red"",""grid"":""r3c1"",""destination"":""red_sort_bin"",""status"":""passed""},{""object_id"":""object_red_2"",""class"":""red"",""grid"":""r1c1"",""destination"":""red_sort_bin"",""status"":""passed""},{""object_id"":""object_red_3"",""class"":""red"",""grid"":""r2c2"",""destination"":""red_sort_bin"",""status"":""passed""}]}"
2026-09-08 02:33:12,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:33:13,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:33:15,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:33:16,grasp_attached,object_blue_1,blue,r2c1,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:33:16,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:33:17,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:33:18,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:33:20,release,object_blue_1,blue,r2c1,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 02:33:20,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:33:21,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:33:22,object_complete,object_blue_1,blue,r2c1,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 02:33:22,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:33:23,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:33:25,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:33:26,grasp_attached,object_blue_2,blue,r3c2,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:33:26,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:33:27,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:33:28,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:33:30,release,object_blue_2,blue,r3c2,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 02:33:30,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:33:31,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:33:32,object_complete,object_blue_2,blue,r3c2,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 02:33:32,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:33:33,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:33:35,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:33:36,grasp_attached,object_blue_3,blue,r1c2,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:33:36,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:33:37,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:33:39,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:33:40,release,object_blue_3,blue,r1c2,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 02:33:40,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:33:41,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:33:42,object_complete,object_blue_3,blue,r1c2,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 02:33:42,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:33:44,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:33:45,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:33:46,grasp_attached,object_red_1,red,r3c1,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:33:46,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:33:47,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:33:49,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:33:50,release,object_red_1,red,r3c1,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 02:33:50,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:33:51,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:33:53,object_complete,object_red_1,red,r3c1,red_sort_bin,passed,pick-place sequence complete
2026-09-08 02:33:53,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:33:54,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:33:55,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:33:56,grasp_attached,object_red_2,red,r1c1,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:33:56,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:33:58,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:33:59,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:34:00,release,object_red_2,red,r1c1,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 02:34:00,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:34:01,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:34:03,object_complete,object_red_2,red,r1c1,red_sort_bin,passed,pick-place sequence complete
2026-09-08 02:34:03,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:34:04,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:34:05,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:34:06,grasp_attached,object_red_3,red,r2c2,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:34:06,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:34:08,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:34:09,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:34:10,release,object_red_3,red,r2c2,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 02:34:10,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:34:11,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:34:13,object_complete,object_red_3,red,r2c2,red_sort_bin,passed,pick-place sequence complete
2026-09-08 02:34:13,task_result,,,,,passed,"{""status"":""passed"",""success_count"":6,""count"":6,""results"":[{""object_id"":""object_blue_1"",""class"":""blue"",""grid"":""r2c1"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_blue_2"",""class"":""blue"",""grid"":""r3c2"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_blue_3"",""class"":""blue"",""grid"":""r1c2"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_red_1"",""class"":""red"",""grid"":""r3c1"",""destination"":""red_sort_bin"",""status"":""passed""},{""object_id"":""object_red_2"",""class"":""red"",""grid"":""r1c1"",""destination"":""red_sort_bin"",""status"":""passed""},{""object_id"":""object_red_3"",""class"":""red"",""grid"":""r2c2"",""destination"":""red_sort_bin"",""status"":""passed""}]}"
2026-09-08 03:11:47,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 03:11:48,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 03:11:49,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_grasp,gripper=-0.550"
2026-09-08 03:11:50,grasp_attached,object_blue_1,blue,r2c1,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 03:11:50,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 03:11:52,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 03:11:53,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 03:11:54,release,object_blue_1,blue,r2c1,blue_sort_bin,passed,"destination=(0.43, -0.12, 0.105)"
2026-09-08 03:11:54,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 03:11:56,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 03:11:57,object_complete,object_blue_1,blue,r2c1,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 03:11:57,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 03:11:58,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 03:11:59,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_grasp,gripper=-0.550"
2026-09-08 03:12:01,grasp_attached,object_blue_2,blue,r3c2,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 03:12:01,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 03:12:02,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 03:12:03,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 03:12:05,release,object_blue_2,blue,r3c2,blue_sort_bin,passed,"destination=(0.49, -0.12, 0.105)"
2026-09-08 03:12:05,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 03:12:06,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 03:12:07,object_complete,object_blue_2,blue,r3c2,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 03:12:07,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 03:12:08,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 03:12:10,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_grasp,gripper=-0.550"
2026-09-08 03:12:11,grasp_attached,object_blue_3,blue,r1c2,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 03:12:11,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 03:12:12,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 03:12:13,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 03:12:15,release,object_blue_3,blue,r1c2,blue_sort_bin,passed,"destination=(0.46, -0.2, 0.105)"
2026-09-08 03:12:15,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 03:12:16,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 03:12:17,object_complete,object_blue_3,blue,r1c2,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 03:12:17,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 03:12:18,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 03:12:20,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_grasp,gripper=-0.550"
2026-09-08 03:12:21,grasp_attached,object_red_1,red,r3c1,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 03:12:21,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift,gripper=-0.550"
